T,mun,demand,price,freight_min,freight_mean,freight_median,freight_max
0,Acapulco de Juárez,297646184.0625,23.68311542916585,6.486304562322293,8.886316740961124,6.58344908514853,26.051426972082435
0,Aguascalientes,516832436.5,22.327093620622218,6.364458355845295,8.605273555974795,6.449273509042468,24.55980298268444
0,Aguascalientes_aggregate(10),167313189.4375,22.382276307539435,6.360346799794998,8.60820618015395,6.44497516848553,24.620503938293382
0,Ahome,303510551.25,21.123925302154664,6.084890306333838,8.19063233847941,6.133686733854002,23.236317832370133
0,Apodaca,388949727.1875,21.22951425311283,6.390397568990728,8.500253111518154,6.491116098389743,23.352465678424114
0,Bahía de Banderas,49932087.6328125,20.99544312195753,6.286904916053398,8.36488213886325,6.351850759499536,23.094987434153282
0,Baja California Sur_aggregate(5),507028785.5,23.016069298930244,0.29783739138436527,10.046443617870388,9.1674224359702,25.31767622882327
0,Baja California_aggregate(5),1175125745.0,21.347921543962535,6.7221780965341225,8.778579408289318,6.894537479909566,23.48271369835879
0,Benito Juárez,802098333.375,22.31233793507028,6.804427783693169,9.03652336463446,6.9856297183096485,24.54357172857731
0,Cajeme,252868827.6875,20.857826793586838,6.0258577358284935,8.103399618122879,6.075147794388039,22.943609472945525
0,Campeche,131966120.8125,21.484076985077717,6.712469162478206,8.844425756734593,6.871664862736876,23.632484683585492
0,Campeche_aggregate(10),102225881.09375,21.681569641722927,6.713031119907715,8.869109128284334,6.8723291625864436,23.84972660589522
0,Carmen,106931185.21875,21.926398074211736,6.688301608305143,8.874341251833076,6.840986892712373,24.119037881632913
0,Celaya,247545136.3125,21.438845775763273,6.422619110231995,8.55256164821258,6.5156564486563875,23.582730353339603
0,Centro,279039103.9375,20.239505297581232,6.652456657175814,8.63228279209839,6.795353908975877,22.263455827339357
0,Chiapas_aggregate(123),757973168.5,21.053496089741042,6.682058578544914,8.7609779879023,6.831731860307377,23.158845698715147
0,Chihuahua,631470867.875,19.613734865138067,6.1453772538876565,8.06855217120496,6.21464195547751,21.575108351651874
0,Chihuahua_aggregate(65),607044883.875,20.883593075860105,6.145995820529611,8.223925946523899,6.214137650881859,22.97195238344612
0,Chilpancingo de los Bravo,111077204.40625,22.304183113971725,6.487498461370915,8.719580156807536,6.586713281924726,24.534601425368898
0,Ciudad de México_aggregate(14),3491269988.0,23.071854007358546,6.480728254037761,8.8084766508235,6.5835607231667606,25.379039408094403
