T,loc,demand,price
0,Acapulco de Juárez,302240326.0,20.207680350727557
0,Aguascalientes,515987870.5,19.345972510680937
0,Aguascalientes_aggregate(10),167664991.15625,19.425945671816187
0,Ahome,291708596.6875,18.84588474878229
0,Apodaca,391051317.6875,18.503753813026883
0,Bahía de Banderas,50273268.28125,18.1419313864751
0,Baja California Sur_aggregate(5),504994734.375,20.19074162706681
0,Baja California_aggregate(5),1173917475.25,17.94631281844987
0,Benito Juárez,676143238.625,19.1887612688704
0,Cajeme,247891540.875,17.980521433659042
0,Campeche,132141390.6875,18.393594712936235
0,Campeche_aggregate(10),102370043.28125,18.590533532978185
0,Carmen,107059680.6875,18.74375152242338
0,Celaya,247506342.1875,18.633558134700557
0,Centro,278771050.125,17.314944012307727
0,Chiapas_aggregate(101),746519190.875,18.382499674096497
0,Chihuahua,645166273.5,16.66888969355257
0,Chihuahua_aggregate(31),582929600.625,17.722388146186816
0,Chilpancingo de los Bravo,112423425.3125,19.073921616668073
0,Ciudad de México_aggregate(14),3491465060.0,19.52410740981985
0,Coahuila de Zaragoza_aggregate(27),535577813.375,18.735163632374977
0,Colima_aggregate(10),1635604642.5,17.844750696580256
0,Cuautla,91334556.125,17.32438047371404
0,Cuernavaca,200479856.96875,17.953315151799416
0,Culiacán,709152103.25,18.630799838825613
0,Cárdenas,73426977.234375,17.423627567817984
0,Durango,647034177.75,18.53289167138442
0,Durango_aggregate(26),406963425.6875,19.686804024491426
0,Ecatepec de Morelos,543690234.375,17.532935465935658
0,Fresnillo,77067606.328125,18.891518369691532
0,Guadalajara,540558045.625,18.924977411451426
0,Guadalupe,377180336.0625,19.917156286872
0,Guanajuato_aggregate(39),1057707877.5,18.36989011082753
0,Guerrero_aggregate(66),517185767.25,20.04000526424911
0,Gustavo A. Madero,665021437.0,19.53434145269499
0,Gómez Palacio,322552606.25,19.12029610253016
0,Hermosillo,567664087.875,18.179326584890863
0,Hidalgo_aggregate(58),1636619855.5,18.730266293494015
0,Irapuato,289636252.6875,19.4334642497057
0,Iztapalapa,1058428655.5,19.501790625729022
0,Jalisco_aggregate(106),1751866369.0,18.836474069114868
0,Jiutepec,114613320.9375,17.31004482479903
0,Juárez,1026617242.0,16.567441367436484
0,León,906062806.75,19.31069029564563
0,Matamoros,394611892.1875,16.84327794526699
0,Mazatlán,379898519.5,19.17182319510386
0,Michoacán de Ocampo_aggregate(102),1410522293.75,18.420490722385686
0,Monterrey,678921113.375,19.93874859479347
0,Morelia,431116074.375,18.835137529065136
0,Morelos_aggregate(32),485626157.75,17.353059262896558
0,Mérida,954231093.25,19.800358834441145
0,México_aggregate(117),4241673402.0,18.05937637128005
0,Nayarit_aggregate(17),99728665.265625,17.94672028916077
0,Nogales,160705480.21875,18.420943818395394
0,Nuevo Laredo,324477876.6875,16.955960877848405
0,Nuevo León_aggregate(33),1849407166.5,19.04015512224665
0,Oaxaca de Juárez,127986999.65625,19.152173937820685
0,Oaxaca_aggregate(159),875773263.5,18.656776624558063
0,Pachuca de Soto,337266135.25,17.33732577254647
0,Puebla,597583993.625,17.048733852075067
0,Puebla_aggregate(137),1197425106.25,18.655049935509844
0,Querétaro,558988367.25,18.67648890220653
0,Querétaro_aggregate(12),339034477.9375,17.81348229204288
0,Quintana Roo_aggregate(9),325230294.625,19.405839509851724
0,Reynosa,527410404.375,16.82037037636164
0,Saltillo,341341823.9375,17.862161921927026
0,San Juan del Río,134316713.75,17.124374752663183
0,San Luis Potosí,481140372.25,19.09116955371125
0,San Luis Potosí_aggregate(40),390354976.25,17.964555571763263
0,Sinaloa_aggregate(15),447780723.125,19.706040175314335
0,Soledad de Graciano Sánchez,180548877.875,18.34861813134026
0,Solidaridad,245270545.25,19.561420008937407
0,Sonora_aggregate(30),610708924.5,19.558486488656868
0,Tabasco_aggregate(15),337770037.8125,17.534157145033642
