T,loc,demand,price
0,Acapulco de Juárez,304142898.375,20.224941150722888
0,Aguascalientes,516115966.25,19.424577577184966
0,Aguascalientes_aggregate(10),168579258.75,19.441600557854155
0,Ahome,293159857.625,18.748277675388344
0,Apodaca,390161604.75,18.456351347869226
0,Bahía de Banderas,50339219.328125,18.143301307482556
0,Baja California Sur_aggregate(5),505944418.625,20.18668399238906
0,Baja California_aggregate(5),1169677189.25,17.980723213651483
0,Benito Juárez,678730387.375,19.199658268394703
0,Cajeme,248382516.375,17.95376545828617
0,Campeche,132159794.28125,18.392754472593438
0,Campeche_aggregate(10),102447944.75,18.556140812270677
0,Carmen,106898440.96875,18.70010164653808
0,Celaya,248594524.625,18.590750917275884
0,Centro,278596292.3125,17.24725429446204
0,Chiapas_aggregate(101),748078833.25,18.342331873222463
0,Chihuahua,641594217.375,16.716250369225254
0,Chihuahua_aggregate(31),583262773.625,17.764640020760137
0,Chilpancingo de los Bravo,111961551.125,18.99251419669368
0,Ciudad de México_aggregate(14),3477793972.0,19.564553479453977
0,Coahuila de Zaragoza_aggregate(27),534962555.125,18.65419645330425
0,Colima_aggregate(10),1628364706.75,17.822412352711154
0,Cuautla,91261004.640625,17.324665563279307
0,Cuernavaca,201365930.40625,17.913104012134113
0,Culiacán,709093238.625,18.61200309709607
0,Cárdenas,73841734.921875,17.355627187359616
0,Durango,646397779.125,18.52111618400352
0,Durango_aggregate(26),407652198.75,19.7075535461519
0,Ecatepec de Morelos,541733049.625,17.501531117442735
0,Fresnillo,77054201.28125,18.868449582348234
0,Guadalajara,538583040.25,18.86660094846685
0,Guadalupe,377570038.875,19.92687980649828
0,Guanajuato_aggregate(39),1053240750.75,18.291918001233487
0,Guerrero_aggregate(66),515788436.5,20.046396831283566
0,Gustavo A. Madero,663818784.875,19.557764733841015
0,Gómez Palacio,323726405.75,19.054558032969442
0,Hermosillo,568679087.875,18.20374364038694
0,Hidalgo_aggregate(58),1634271794.25,18.772740697449372
0,Irapuato,288497879.1875,19.426606192975314
0,Iztapalapa,1050476381.5,19.542479121102684
0,Jalisco_aggregate(106),1750160914.5,18.79863819462077
0,Jiutepec,114673505.5,17.309443513433454
0,Juárez,1034417182.0,16.56997016030218
0,León,906228541.0,19.320932740418364
0,Matamoros,394441499.6875,16.782827269707187
0,Mazatlán,377169773.0,19.23807380927325
0,Michoacán de Ocampo_aggregate(102),1403027944.0,18.282371787107287
0,Monterrey,678475300.125,19.9814372676567
0,Morelia,431759626.25,18.852572888316853
0,Morelos_aggregate(32),486657224.375,17.361005539568872
0,Mérida,955573382.5,19.828165543575693
0,México_aggregate(117),4243204469.0,18.059162000422656
0,Nayarit_aggregate(17),99560345.796875,17.944660873656407
0,Nogales,161573234.40625,18.45518586866547
0,Nuevo Laredo,323798591.3125,16.963650501493184
0,Nuevo León_aggregate(33),1854402182.0,18.961281641723108
0,Oaxaca de Juárez,128127554.0625,19.052603831248998
0,Oaxaca_aggregate(159),873054023.75,18.574184095220378
0,Pachuca de Soto,335646964.875,17.315488834926537
0,Puebla,598295463.5,17.033584770855725
0,Puebla_aggregate(137),1195657244.75,18.708234777529768
0,Querétaro,559502549.375,18.72833407196211
0,Querétaro_aggregate(12),339478053.5,17.820748155241912
0,Quintana Roo_aggregate(9),327045570.6875,19.35984539643767
0,Reynosa,527243992.5,16.774826126252606
0,Saltillo,342431952.5625,17.783564077222884
0,San Juan del Río,134285672.8125,17.150557284863538
0,San Luis Potosí,482591220.0,19.110829430929982
0,San Luis Potosí_aggregate(40),391929905.125,17.878727139464598
0,Sinaloa_aggregate(15),446969361.75,19.74435992074727
0,Soledad de Graciano Sánchez,180386226.875,18.351794082357127
0,Solidaridad,245825566.1875,19.532254688482457
0,Sonora_aggregate(30),611933530.375,19.606982083447914
0,Tabasco_aggregate(15),337147746.5,17.441302702716367
0,Tamaulipas_aggregate(26),930867969.5,16.554126108718915
0,Tepic,115823793.5,17.983767305721113
0,Tijuana,1347365521.75,17.677002942753987
0,Tlaxcala_aggregate(57),592884686.0,18.60914524892172
0,Torreón,281177877.5,18.93971200837727
0,Tuxtla Gutiérrez,209165696.0625,18.45638853003037
0,Veracruz,392887699.125,19.019271526616215
0,Veracruz de Ignacio de la Llave_aggregate(167),2915704377.0,17.784456398086792
0,Victoria,256388148.5,17.282618630442713
0,Yucatán_aggregate(86),1036201354.25,18.323509489379965
0,Zacatecas,62899543.65625,17.907752385400865
0,Zacatecas_aggregate(40),224838284.4375,18.052321106607632
0,Zapopan,548772766.5,19.331979843110354
1,Acapulco de Juárez,333318079.8125,21.89755106460804
1,Aguascalientes,544249132.875,20.787760804413416
1,Aguascalientes_aggregate(10),174373546.96875,20.931490445226697
1,Ahome,328023468.0625,18.07600212273626
1,Apodaca,445212748.75,17.27547668876921
1,Bahía de Banderas,54620882.0625,16.99658018764219
1,Baja California Sur_aggregate(5),533929369.375,21.937445300088925
1,Baja California_aggregate(5),1287088051.5,19.252847023272576
1,Benito Juárez,762731927.25,18.655575148698166
1,Cajeme,278831153.9375,16.592710079192322
1,Campeche,141473661.15625,16.89447326728792
1,Campeche_aggregate(10),107548396.84375,17.28121039910397
1,Carmen,112285595.59375,17.747784986735745
1,Celaya,271902677.0,18.562863876395593
1,Centro,320514050.125,16.114057307014402
1,Chiapas_aggregate(101),799435118.25,17.436286655548546
1,Chihuahua,704565692.5,16.060123298728787
1,Chihuahua_aggregate(31),638626905.75,18.988073417377798
1,Chilpancingo de los Bravo,124851914.21875,18.550195200547176
1,Ciudad de México_aggregate(14),3873920594.0,21.221488509292143
1,Coahuila de Zaragoza_aggregate(27),582121158.75,19.459986904182486
1,Colima_aggregate(10),1836376112.0,17.117258148999074
1,Cuautla,105904385.84375,15.958447822717096
1,Cuernavaca,238008528.0,17.531156697812218
1,Culiacán,831975015.5,17.74357490369033
1,Cárdenas,83980713.8125,16.414412736449503
1,Durango,710006284.375,17.998447435105163
1,Durango_aggregate(26),450989431.25,21.258057953916726
1,Ecatepec de Morelos,616548546.75,16.508414998883637
1,Fresnillo,90439226.953125,18.864268528625512
1,Guadalajara,614265800.5,19.00057630079551
1,Guadalupe,411051594.4375,21.240644169559104
1,Guanajuato_aggregate(39),1208465886.75,17.88687385075931
1,Guerrero_aggregate(66),575528039.875,21.376881834295038
1,Gustavo A. Madero,735293405.125,21.152065615357323
1,Gómez Palacio,354183192.3125,19.416911459904735
1,Hermosillo,667486202.625,17.281307362493642
1,Hidalgo_aggregate(58),1898838874.0,20.34321114575186
1,Irapuato,334336173.5,20.896027816192788
1,Iztapalapa,1184310609.75,21.09537783191491
1,Jalisco_aggregate(106),1989214648.5,18.81254399880965
1,Jiutepec,130781672.375,15.916219552652201
1,Juárez,1116450799.25,15.624245165764377
1,León,1001476821.0,20.646812524716953
1,Matamoros,464821870.75,16.21054400434091
1,Mazatlán,436502928.9375,19.475787952550956
1,Michoacán de Ocampo_aggregate(102),1565126432.5,17.502109732843266
1,Monterrey,749322276.75,21.393655707535633
1,Morelia,483433871.125,18.93119048181799
1,Morelos_aggregate(32),552798133.0,16.04414319271135
1,Mérida,1087255686.75,21.2049384080224
1,México_aggregate(117),4638436671.0,18.00067386653748
1,Nayarit_aggregate(17),107838321.25,16.488560868464056
1,Nogales,184285448.21875,17.909847745951385
1,Nuevo Laredo,381266973.5625,16.649604541126163
1,Nuevo León_aggregate(33),2062897049.5,18.559847020422257
1,Oaxaca de Juárez,145751074.28125,18.506386485416197
1,Oaxaca_aggregate(159),997927271.0,17.272436183306613
1,Pachuca de Soto,379715055.1875,16.31558405002532
1,Puebla,654216244.625,15.70061243271204
1,Puebla_aggregate(137),1362059313.0,20.195400832300173
1,Querétaro,655874654.75,20.031838239911295
1,Querétaro_aggregate(12),385019326.625,17.463144210451183
1,Quintana Roo_aggregate(9),362169994.5,19.161812720541576
1,Reynosa,617018518.625,16.143181805308032
1,Saltillo,357708433.5,17.04225707946609
1,San Juan del Río,150197721.90625,15.819448186917217
1,San Luis Potosí,545266828.75,20.34716967234406
1,San Luis Potosí_aggregate(40),448771280.125,16.991404553816775
1,Sinaloa_aggregate(15),515996420.0,20.876071706675898
1,Soledad de Graciano Sánchez,211287880.28125,18.273624497876604
1,Solidaridad,277187814.6875,19.522213777359095
1,Sonora_aggregate(30),683757840.875,20.99121460573961
1,Tabasco_aggregate(15),384209753.375,16.621879406071645
1,Tamaulipas_aggregate(26),1087538541.5,15.599023870061107
1,Tepic,125765134.3125,16.5660598219155
1,Tijuana,1464037690.5,18.302114869541175
1,Tlaxcala_aggregate(57),688026632.625,19.6778221283498
1,Torreón,302409376.0,20.111620674404723
1,Tuxtla Gutiérrez,220421003.25,17.752423885015492
1,Veracruz,462735102.125,20.503127430126465
1,Veracruz de Ignacio de la Llave_aggregate(167),3268399485.0,17.106574558943553
1,Victoria,305400182.9375,17.498230725904456
1,Yucatán_aggregate(86),1178691777.0,17.172760024058572
1,Zacatecas,74572441.09375,16.449553769428025
1,Zacatecas_aggregate(40),259180035.8125,16.800193866885643
1,Zapopan,601053690.75,20.253603653132043
2,Acapulco de Juárez,364890850.3125,23.6077452762516
2,Aguascalientes,576341962.875,22.195769316266947
2,Aguascalientes_aggregate(10),179556165.75,22.50074476748075
2,Ahome,364689394.4375,17.425171483315527
2,Apodaca,508174617.875,16.15695961230813
