T,mun,demand,price,freight_min,freight_mean,freight_median,freight_max
0,Acapulco de Juárez,298160876.8125,23.73339195797913,6.486304562322293,8.127719020281198,6.58344908514853,19.224047485963098
0,Aguascalientes,516893070.125,22.290460056490492,6.364458355845295,7.88254796298289,6.449273509042468,18.0552726457573
0,Aguascalientes_aggregate(10),167689838.9375,22.36655300544951,6.360346799794998,7.885584401945143,6.44497516848553,18.116907934414105
0,Ahome,303682976.3125,21.147048483497784,6.084890306333838,7.512053609508639,6.133686733854002,17.129109271633205
0,Apodaca,389101683.375,21.244323008762677,6.390397568990728,7.817523773593005,6.491116098389743,17.20790163709777
0,Bahía de Banderas,49990723.890625,21.03766909721482,6.286904916053398,7.6921626427066645,6.351850759499536,17.040511968744006
0,Baja California Sur_aggregate(5),505333064.75,23.010694967421735,0.29783739138436527,9.304331028402423,9.1674224359702,18.638662923611605
0,Baja California_aggregate(5),1172904672.5,21.360132147835866,6.7221780965341225,8.091800890665791,6.894537479909566,17.301707039747054
0,Benito Juárez,801651299.75,22.264984249164577,6.804427783693169,8.313308421661795,6.9856297183096485,18.034637241823308
0,Cajeme,252575843.5625,20.772762143381527,6.0258577358284935,7.423658269588824,6.075147794388039,16.825937336139038
0,Campeche,131898440.625,21.483804172345526,6.712469162478206,8.15213650073619,6.871664862736876,17.401881379599878
0,Campeche_aggregate(10),102175570.40625,21.674440514705122,6.713031119907715,8.16983915173055,6.8723291625864436,17.55629681691115
0,Carmen,106871068.6875,21.857949823839768,6.688301608305143,8.161663638019443,6.840986892712373,17.704939357310213
0,Celaya,246325557.625,21.330193016123637,6.422619110231995,7.851975647070418,6.5156564486563875,17.277456343060148
0,Centro,279083213.0625,20.23593778444817,6.652456657175814,7.979799878549908,6.795353908975877,16.391109605403017
0,Chiapas_aggregate(123),757157268.75,21.065443790854353,6.682058578544914,8.083662851444176,6.831731860307377,17.06300947059203
0,Chihuahua,633027762.5,19.590280865393403,6.1453772538876565,7.434443187795712,6.21464195547751,15.868127500968658
0,Chihuahua_aggregate(65),607326917.5,20.850047883475394,6.145995820529611,7.547991102320448,6.214137650881859,16.888538785615072
0,Chilpancingo de los Bravo,111353094.96875,22.32001799596276,6.487498461370915,8.002314951403196,6.586713281924726,18.07921457672984
0,Ciudad de México_aggregate(14),3483618739.0,23.06380535604222,6.480728254037761,8.064325865301257,6.5835607231667606,18.6816823383942
0,Coahuila de Zaragoza_aggregate(36),538196814.25,21.925656321412845,6.330565785328902,7.822167400096098,6.425033992122704,17.759781620344405
0,Colima_aggregate(10),1631673379.75,20.984750793324295,6.349521822651353,7.746944483986204,6.42151587225185,16.99764814259268
0,Corregidora,106779627.75,21.77104543549939,6.433681265471326,7.902553054761307,6.529094493703443,17.634546802754507
0,Cuautla,90965994.65625,20.223746429471372,6.491182668898601,7.81861689186341,6.595092120062671,16.381234607871814
0,Cuernavaca,200447086.53125,21.042382067068484,6.482363098792049,7.883645043303043,6.5844867820474375,17.044329474325473
0,Culiacán,702309426.75,21.851201777526317,6.16186908737778,7.648568899129346,6.2187154603733,17.699473439796318
0,Cárdenas,74749746.421875,20.366662035098557,6.636159441943423,7.975341408917659,6.7749117182733105,16.49699624842983
0,Durango,639994169.5,21.27733750089074,6.261511174266652,7.693151874505432,6.333734424009356,17.2346433757215
0,Durango_aggregate(37),416088110.875,22.616530628483385,6.2609477870266526,7.814260794690824,6.33629605975566,18.319389809071545
0,Ecatepec de Morelos,540396771.5,20.671988330408197,6.481982950002324,7.850499732463553,6.585674414328702,16.74431054763064
0,Fresnillo,75303984.125,21.529660247647126,6.327299343027749,7.779190362541739,6.409178432305561,17.439024800594172
0,Guadalajara,537019185.875,21.83347549656422,6.3469556055583105,7.822802919235294,6.424121874695845,17.68511515221702
0,Guadalupe,376188510.625,22.874305235723746,6.348008334929449,7.919954408746719,6.432397426353255,18.528187240936237
0,Guanajuato_aggregate(43),1058673693.75,21.056404251003432,6.411855386207049,7.816876277460515,6.503014103021053,17.05568744331278
0,Guerrero_aggregate(79),521950001.375,23.48099877722854,6.481639978292805,8.10118767915245,6.580050340195619,19.01960900955512
0,Gustavo A. Madero,664838234.875,23.024769781618623,6.480613971512688,8.060832193811166,6.58380785525522,18.650063523111086
0,Gómez Palacio,319952063.4375,21.83074079233194,6.2802287285565095,7.76312167869453,6.361335932110153,17.682900041788873
0,Hermosillo,551022787.125,21.06950486188154,5.9533836472377875,7.382674764410208,6.003508702988798,17.06629893812405
0,Hidalgo_aggregate(83),1653070404.25,22.05969122507188,6.482200314011016,7.976130945739844,6.587471297674482,17.868349892308224
0,Irapuato,288576254.5,22.317535654369074,6.404893891474795,7.923505915308137,6.494526463775584,18.07720388003895
0,Iztapalapa,1055952820.75,22.998604728428408,6.483556074646795,8.06125746891919,6.58703867401755,18.62886983002701
0,Jalisco_aggregate(123),1757906598.5,21.80790754274696,6.347713753913306,7.8210912924833265,6.424589891928063,17.66440510962504
0,Jiutepec,114038523.125,20.207379636891716,6.484729012512494,7.810794919784917,6.5872728374720895,16.36797750588229
0,Juárez,1013387175.0,19.41387165320621,6.093574416175858,7.372091352108086,6.164928575132785,15.725236039097032
0,León,899946416.25,22.194911781657648,6.39168119510457,7.899912578472034,6.47982417285248,17.977878543142698
0,Matamoros,392318516.625,19.499930980547777,6.47788805186856,7.7455706037950325,6.594187470197838,15.7949440942437
0,Mazatlán,369064058.375,22.557523518085002,6.216552298872462,7.763516164934692,6.2777604501837345,18.271594049648854
