T,loc,demand,price
0,Acapulco de Juárez,302074121.25,20.184962474313828
0,Aguascalientes,516321233.25,19.400464068238318
0,Aguascalientes_aggregate(10),167710277.53125,19.46733561073992
0,Ahome,292424924.75,18.69624064315214
0,Apodaca,390882296.5625,18.4539851281939
0,Bahía de Banderas,50327631.9765625,18.11939530581776
0,Baja California Sur_aggregate(5),505323494.25,20.182719346359985
0,Baja California_aggregate(5),1174939420.0,17.977311640065874
0,Benito Juárez,678228099.125,19.129051772605905
0,Cajeme,247521510.8125,17.985291505819873
0,Campeche,131874785.71875,18.396175783759595
0,Campeche_aggregate(10),102565155.5625,18.56141132077047
0,Carmen,106925891.78125,18.779755470403664
0,Celaya,247185808.625,18.56687151187135
0,Centro,278729778.125,17.22299752525581
0,Chiapas_aggregate(101),747423546.625,18.28850410424624
0,Chihuahua,644862461.75,16.63809475745317
0,Chihuahua_aggregate(31),581962800.0,17.797926298672486
0,Chilpancingo de los Bravo,112621487.40625,18.974081475390633
0,Ciudad de México_aggregate(14),3492899889.0,19.575219389718622
0,Coahuila de Zaragoza_aggregate(27),535095574.0,18.732887339615726
0,Colima_aggregate(10),1629716481.0,17.76112839418964
0,Cuautla,91434057.734375,17.330854238799855
0,Cuernavaca,201065766.28125,17.977723529561228
0,Culiacán,708896215.875,18.532882524782615
0,Cárdenas,73478458.21875,17.337776444624783
0,Durango,647363683.125,18.582557474216017
0,Durango_aggregate(26),407826676.125,19.68125516795729
0,Ecatepec de Morelos,544998232.0,17.482971515318148
0,Fresnillo,76999940.953125,18.811566191220287
0,Guadalajara,539414677.625,18.936345846985528
0,Guadalupe,377385707.0625,19.937981524191176
0,Guanajuato_aggregate(39),1059519782.0,18.300473907519137
0,Guerrero_aggregate(66),517445157.0,19.991563515240905
0,Gustavo A. Madero,663885849.625,19.52079547253908
0,Gómez Palacio,323001855.6875,19.0164781724912
0,Hermosillo,567079333.0,18.232531898449402
0,Hidalgo_aggregate(58),1637703791.25,18.77451746844545
0,Irapuato,289136149.0625,19.416063740069085
0,Iztapalapa,1058150139.25,19.52690496815194
0,Jalisco_aggregate(106),1752051767.0,18.816564415529832
0,Jiutepec,114561318.75,17.314506557933797
0,Juárez,1027960596.0,16.563177684584524
0,León,907118151.75,19.373311732698724
0,Matamoros,394791015.4375,16.768562847231333
0,Mazatlán,379841047.9375,19.252124502838967
0,Michoacán de Ocampo_aggregate(102),1407819046.0,18.35181984658316
0,Monterrey,679160559.875,19.993299824148625
0,Morelia,431634800.5,18.865761132574637
0,Morelos_aggregate(32),485506032.75,17.364048408705376
0,Mérida,955159417.5,19.867610048685282
0,México_aggregate(117),4232489408.0,18.07883767800732
0,Nayarit_aggregate(17),99253254.25,17.948421674198556
0,Nogales,161021988.96875,18.493560829438795
0,Nuevo Laredo,324713457.1875,17.03721131410139
0,Nuevo León_aggregate(33),1849830954.0,18.893266603806484
0,Oaxaca de Juárez,127897849.15625,19.012529782160996
0,Oaxaca_aggregate(159),873792518.25,18.56865361182538
0,Pachuca de Soto,337033524.5,17.308002342503176
0,Puebla,597427496.5,17.04534934624657
0,Puebla_aggregate(137),1197885035.5,18.71749418351206
0,Querétaro,559479887.125,18.742946782912007
0,Querétaro_aggregate(12),337853787.0625,17.74712694538446
0,Quintana Roo_aggregate(9),326505791.5,19.36639262805952
0,Reynosa,526972757.625,16.765846996360416
0,Saltillo,341520820.9375,17.7879121529049
0,San Juan del Río,134420261.78125,17.142977869375716
0,San Luis Potosí,481087908.75,19.10599633112595
0,San Luis Potosí_aggregate(40),390529532.5,17.80557121745484
0,Sinaloa_aggregate(15),448218955.75,19.822690341043632
0,Soledad de Graciano Sánchez,180573482.1875,18.362230756083026
0,Solidaridad,245214033.75,19.496209387892762
0,Sonora_aggregate(30),610339584.5,19.623480044827534
0,Tabasco_aggregate(15),337078548.875,17.402730345179762
0,Tamaulipas_aggregate(26),931704947.25,16.505973011483224
0,Tepic,115819315.875,17.98807393703906
0,Tijuana,1341841002.5,17.658341058004062
0,Tlaxcala_aggregate(57),593476087.375,18.63357126906108
0,Torreón,282042729.125,18.91056068548607
0,Tuxtla Gutiérrez,208822419.875,18.39525358500774
0,Veracruz,393516641.75,19.016634921920815
0,Veracruz de Ignacio de la Llave_aggregate(167),2906230431.0,17.776471110211677
0,Victoria,255990223.1875,17.267353209646636
0,Yucatán_aggregate(86),1034393517.25,18.32191711275652
0,Zacatecas,62961123.46875,17.907528221654207
0,Zacatecas_aggregate(40),224776887.4375,18.02489867936851
0,Zapopan,547881803.625,19.368182862764563
1,Acapulco de Juárez,329830848.1875,21.774427070521213
1,Aguascalientes,545231704.25,20.762533905773786
1,Aguascalientes_aggregate(10),172957680.03125,20.975213835363277
1,Ahome,327403261.9375,18.021707993428876
1,Apodaca,447481866.375,17.273483700944062
1,Bahía de Banderas,54578364.953125,16.99607610704
1,Baja California Sur_aggregate(5),534259331.25,21.942637114843205
1,Baja California_aggregate(5),1298634430.5,19.29449411329446
1,Benito Juárez,763346644.625,18.533569671731225
1,Cajeme,276872261.625,16.640653755600347
1,Campeche,140471209.0,16.902034898043055
1,Campeche_aggregate(10),107995885.625,17.294085712675518
1,Carmen,112260039.53125,17.94810056558915
1,Celaya,269087697.125,18.528936438993043
1,Centro,321577090.625,16.070311867690155
1,Chiapas_aggregate(101),798795468.5,17.381060241161844
1,Chihuahua,709245424.25,15.912883569975364
1,Chihuahua_aggregate(31),635951686.125,19.020332896105817
1,Chilpancingo de los Bravo,125596355.375,18.474342976527982
1,Ciudad de México_aggregate(14),3893267095.0,21.23021808614246
1,Coahuila de Zaragoza_aggregate(27),582086678.25,19.553710571806413
1,Colima_aggregate(10),1833711839.0,17.055912263938048
1,Cuautla,105892774.140625,15.951356521712869
1,Cuernavaca,238142262.75,17.587913450300775
1,Culiacán,829827767.25,17.622339504560937
1,Cárdenas,83625132.90625,16.361714879958786
1,Durango,711176759.375,18.146799557164297
1,Durango_aggregate(26),452378417.625,21.216615764773678
1,Ecatepec de Morelos,620992940.75,16.547781505271363
1,Fresnillo,90189076.015625,18.821385746465776
1,Guadalajara,614137609.125,19.121174960631485
1,Guadalupe,411693078.4375,21.31229063955652
1,Guanajuato_aggregate(39),1217081400.0,17.829511819971557
1,Guerrero_aggregate(66),578497761.125,21.3412717090291
1,Gustavo A. Madero,734449544.25,21.078298834344206
1,Gómez Palacio,354249448.375,19.35902211178462
1,Hermosillo,665316478.0,17.279799608930738
1,Hidalgo_aggregate(58),1914342411.5,20.337464453545437
1,Irapuato,336151506.75,20.842415497575928
1,Iztapalapa,1195882489.25,21.090986362450312
1,Jalisco_aggregate(106),1997303174.5,18.831483522876155
1,Jiutepec,130241625.125,15.913870072237607
1,Juárez,1108849222.0,15.660429983284148
1,León,1000798547.25,20.78658750999923
1,Matamoros,465090269.0,16.155883781613078
1,Mazatlán,440081438.9375,19.43293475519731
1,Michoacán de Ocampo_aggregate(102),1567019511.0,17.566104489312256
1,Monterrey,748662386.25,21.44396052047046
1,Morelia,483560024.375,19.0077530860442
1,Morelos_aggregate(32),551315895.5,16.059135245050935
1,Mérida,1085589004.25,21.30030807043915
1,México_aggregate(117),4615682937.0,18.06300608195658
1,Nayarit_aggregate(17),106993080.9375,16.493154907858322
1,Nogales,183597622.375,17.987512841129522
1,Nuevo Laredo,382398743.0,16.78465253253409
1,Nuevo León_aggregate(33),2062303744.5,18.43545233598153
1,Oaxaca de Juárez,145209467.6875,18.4205268184642
1,Oaxaca_aggregate(159),1000168789.0,17.281003856396236
1,Pachuca de Soto,380828588.1875,16.344852364311034
1,Puebla,653951453.0,15.7164635156674
1,Puebla_aggregate(137),1367355820.25,20.208915385216898
1,Querétaro,657745376.5,20.047412268721498
1,Querétaro_aggregate(12),381657095.8125,17.366146047270913
1,Quintana Roo_aggregate(9),362195880.375,19.12793676838961
1,Reynosa,616409921.125,16.091191142782534
1,Saltillo,356127333.1875,16.98731255086353
1,San Juan del Río,150590633.375,15.796758952301262
1,San Luis Potosí,542642989.375,20.375519958768024
1,San Luis Potosí_aggregate(40),447612899.0,16.87330246561158
1,Sinaloa_aggregate(15),517974196.875,20.992661551823673
1,Soledad de Graciano Sánchez,212018762.1875,18.349390087199094
1,Solidaridad,275710468.8125,19.487186224485324
1,Sonora_aggregate(30),678802904.25,21.00210715627251
1,Tabasco_aggregate(15),382559286.25,16.574022537130567
1,Tamaulipas_aggregate(26),1091944089.0,15.546074208002013
1,Tepic,125776918.84375,16.599331370540913
1,Tijuana,1451971822.25,18.32281252932306
1,Tlaxcala_aggregate(57),688561307.25,19.712303083813364
1,Torreón,303428259.1875,19.892951327238414
1,Tuxtla Gutiérrez,219357663.6875,17.65743707617585
1,Veracruz,463638095.875,20.484779918785406
1,Veracruz de Ignacio de la Llave_aggregate(167),3255067892.5,17.12053046745412
1,Victoria,304663961.875,17.534931110834908
1,Yucatán_aggregate(86),1176504367.75,17.171720129558263
1,Zacatecas,74681963.5,16.449578307935603
1,Zacatecas_aggregate(40),259511361.8125,16.783203408026345
1,Zapopan,600080031.875,20.289661253382576
2,Acapulco de Juárez,359269642.75,23.464150600232472
