T,mun,demand,price,freight_min,freight_mean,freight_median,freight_max
0,Acapulco de Juárez,298880520.0625,23.689544774252667,6.486304562322293,8.571241952815033,6.58344908514853,23.215753878767615
0,Aguascalientes,515869767.25,22.294726159751043,6.364458355845295,8.304054517516082,6.449273509042468,21.84883163655602
0,Aguascalientes_aggregate(10),167945986.25,22.400037052502434,6.360346799794998,8.311709777171618,6.44497516848553,21.952036311452385
0,Ahome,304100132.6875,21.130269931611693,6.084890306333838,7.909670860769334,6.133686733854002,20.707664532979457
0,Apodaca,388673574.875,21.23014104980953,6.390397568990728,8.217261172672512,6.491116098389743,20.805538228813337
0,Bahía de Banderas,49952690.0234375,21.040170857750134,6.286904916053398,8.08981325069012,6.351850759499536,20.61936744059513
0,Baja California Sur_aggregate(5),505144103.0,23.02494992706372,0.29783739138436527,9.74052969561474,9.1674224359702,22.564450928522444
0,Baja California_aggregate(5),1169816213.75,21.355301347724275,6.7221780965341225,8.49474403300165,6.894537479909566,20.928195320769788
0,Benito Juárez,802316642.875,22.302790010709966,6.804427783693169,8.7379858626254,6.9856297183096485,21.856734210495766
0,Cajeme,252997066.5625,20.8094386828135,6.0258577358284935,7.820026333257513,6.075147794388039,20.39324990915723
0,Campeche,132318461.3125,21.48356706759944,6.712469162478206,8.557915872585921,6.871664862736876,21.053895726247454
0,Campeche_aggregate(10),102233497.71875,21.67398822572949,6.713031119907715,8.579196001097634,6.8723291625864436,21.2405084612149
0,Carmen,106893941.6875,21.933849479314883,6.688301608305143,8.582800652732596,6.840986892712373,21.495172489728585
0,Celaya,247455954.25,21.348182486371964,6.422619110231995,8.256838146357572,6.5156564486563875,20.921218836644524
0,Centro,278345382.6875,20.25775129200774,6.652456657175814,8.36440950752375,6.795353908975877,19.852596266167584
0,Chiapas_aggregate(123),757665868.125,21.059252486183425,6.682058578544914,8.480891514318367,6.831731860307377,20.638067436459757
0,Chihuahua,631148230.125,19.58647568044675,6.1453772538876565,7.804067484003397,6.21464195547751,19.194746166837813
0,Chihuahua_aggregate(65),607817245.5,20.872531407654296,6.145995820529611,7.944273546085573,6.214137650881859,20.45508077950121
0,Chilpancingo de los Bravo,111250280.4375,22.317892730424912,6.487498461370915,8.423683873523926,6.586713281924726,21.871534875816412
0,Ciudad de México_aggregate(14),3484176493.0,23.061797437462364,6.480728254037761,8.499756882003359,6.5835607231667606,22.600561488713115
0,Coahuila de Zaragoza_aggregate(36),539628739.125,21.952018566215052,6.330565785328902,8.23918924171236,6.425033992122704,21.51297819489075
0,Colima_aggregate(10),1630088566.75,20.962208839415773,6.349521822651353,8.140868541767848,6.42151587225185,20.54296466262746
0,Corregidora,106443345.21875,21.792923649755842,6.433681265471326,8.316166207428664,6.529094493703443,21.357065176760724
0,Cuautla,91174450.9375,20.214586468879013,6.491182668898601,8.19962357315559,6.595092120062671,19.810294739501433
0,Cuernavaca,200241319.8125,20.95844619099932,6.482363098792049,8.27197257584236,6.5844867820474375,20.539277267179333
0,Culiacán,701751169.125,21.840839091305078,6.16186908737778,8.060185440205196,6.2187154603733,21.404022309478975
0,Cárdenas,74923792.375,20.36952142040065,6.636159441943423,8.360356380424637,6.7749117182733105,19.962130991992634
0,Durango,639476891.0,21.312651593903748,6.261511174266652,8.09890245076145,6.333734424009356,20.886398562025672
0,Durango_aggregate(37),415678079.875,22.62477353565698,6.2609477870266526,8.242359489787747,6.33629605975566,22.172278064943843
0,Ecatepec de Morelos,540106410.25,20.60741854429971,6.481982950002324,8.233939690883894,6.585674414328702,20.195270173413714
0,Fresnillo,75470949.40625,21.719849760633423,6.327299343027749,8.20657124752247,6.409178432305561,21.285452765420754
0,Guadalajara,537166247.875,21.847853864247686,6.3469556055583105,8.236778656429262,6.424121874695845,21.41089678696273
0,Guadalupe,376095072.6875,22.91522421119894,6.348008334929449,8.356480240528798,6.432397426353255,22.45691972697496
0,Guanajuato_aggregate(43),1056627201.75,20.98497285134308,6.411855386207049,8.206830272016452,6.503014103021053,20.56527339431622
0,Guerrero_aggregate(79),520678168.25,23.525407465387413,6.481639978292805,8.549553268766289,6.580050340195619,23.054899316079666
0,Gustavo A. Madero,663953307.75,23.05741839582725,6.480613971512688,8.499299583233345,6.58380785525522,22.596270027910702
0,Gómez Palacio,319835713.5,21.905770759245495,6.2802287285565095,8.18365004561361,6.361335932110153,21.467655344060585
0,Hermosillo,551234263.0,21.108254874915772,5.9533836472377875,7.784873746553919,6.003508702988798,20.686089777417457
0,Hidalgo_aggregate(83),1646787110.0,22.058844768048495,6.482200314011016,8.392721832448656,6.587471297674482,21.617667872687523
0,Irapuato,287685552.6875,22.321960667030122,6.404893891474795,8.345541201269311,6.494526463775584,21.87552145368952
0,Iztapalapa,1052071000.5,23.012120199408972,6.483556074646795,8.497147242851831,6.58703867401755,22.551877795420793
0,Jalisco_aggregate(123),1751937794.0,21.69302197128561,6.347713753913306,8.220508672731645,6.424589891928063,21.2591615318599
0,Jiutepec,114386417.65625,20.20519199059982,6.484729012512494,8.192251658107754,6.5872728374720895,19.801088150787823
0,Juárez,1016464902.75,19.477539121223415,6.093574416175858,7.7457304965194105,6.164928575132785,19.087988338798947
0,León,899494450.0,22.191366480329393,6.39168119510457,8.318763757092047,6.47982417285248,21.747539150722805
0,Matamoros,392733967.0625,19.441303823749458,6.47788805186856,8.107518787465118,6.594187470197838,19.05247774727447
0,Mazatlán,369284206.25,22.601595449460227,6.216552298872462,8.194401663914933,6.2777604501837345,22.14956354047102
0,Michoacán de Ocampo_aggregate(112),1412038499.0,21.378734376388152,6.402611860823149,8.23928561301797,6.488007127164303,20.95115968886039
0,Monterrey,675240952.125,22.957909020608284,6.386680969400368,8.401710134020533,6.486528735646644,22.498750840196116
0,Morelia,423980598.0,22.029615181152074,6.419567745105897,8.327116001795876,6.509301310006797,21.589022877529032
0,Morelos_aggregate(33),485950661.625,20.262493194337615,6.487622730949408,8.201256395664181,6.590540536707253,19.857243330450864
0,Mérida,939269797.5,22.861874368920645,0.3366388689181658,7.564928273458788,8.787365029726116,22.40463688154223
0,México_aggregate(124),4251856683.0,21.291402086655204,6.478201978353628,8.30459060026403,6.580778767059069,20.8655740449221
0,Nayarit_aggregate(18),100640673.15625,20.79203930033024,6.28353558422195,8.060627976794894,6.351045567061108,20.376198514323637
0,Nuevo Laredo,322956401.9375,19.61728851070837,6.396252651033387,8.0486417067525,6.501842012414769,19.224942740494203
0,Nuevo León_aggregate(48),1856123896.0,21.769259382721305,6.38899505161355,8.274546876588845,6.489304979072816,21.33387419506688
0,Oaxaca de Juárez,106267715.96875,21.886490782292952,7.737966141792025,9.49235473118117,7.9901899048565665,21.448760966647093
