T,loc,demand,price
0,Acapulco de Juárez,282753166.25,20.176912544453334
0,Aguascalientes,482380866.0625,19.379145460712536
0,Aguascalientes_aggregate(10),156318893.203125,19.39535090299316
0,Ahome,273828222.40625,18.807543826422002
0,Apodaca,415512017.75,18.47433848417784
0,Bahía de Banderas,50049238.90625,18.148447450430634
0,Baja California Sur_aggregate(5),469092153.75,20.171165030359745
0,Baja California_aggregate(5),1152388849.625,17.980672047104388
0,Benito Juárez,632915475.125,19.260581019458044
0,Cajeme,224890590.71875,18.002302891531276
0,Campeche,130136970.15625,18.40348927933363
0,Campeche_aggregate(10),104902963.609375,18.566172913729023
0,Carmen,108170733.34375,18.75089440297357
0,Celaya,218224848.5625,18.696096930968075
0,Centro,287154836.375,17.281816013226166
0,Chiapas_aggregate(101),675166109.375,18.404718762425677
0,Chihuahua,711970310.125,16.72057986460825
0,Chihuahua_aggregate(31),587043542.125,17.738832125451935
0,Chilpancingo de los Bravo,115807297.34375,19.105550524604787
0,Ciudad de México_aggregate(14),3470395149.5,19.556767648437795
0,Coahuila de Zaragoza_aggregate(27),557298111.875,18.7025797275285
0,Colima_aggregate(10),1831108722.0,17.864690954117012
0,Cuautla,87335498.0625,17.331260158499354
0,Cuernavaca,200084166.53125,18.01162201899302
0,Culiacán,723203662.5,18.67466946581645
0,Cárdenas,66839606.5234375,17.415634179162584
0,Durango,635204320.75,18.539036580127537
0,Durango_aggregate(26),415935301.0,19.699891433012247
0,Ecatepec de Morelos,554338728.375,17.53970468758273
0,Fresnillo,76167497.296875,18.93806560717789
0,Guadalajara,575070721.125,18.954691340145366
0,Guadalupe,359154738.875,19.920133519228838
0,Guanajuato_aggregate(39),1166302486.25,18.434338677358948
0,Guerrero_aggregate(66),544690325.5,20.063470580703605
0,Gustavo A. Madero,706883790.125,19.51314358899679
0,Gómez Palacio,314377488.1875,19.16837794076098
0,Hermosillo,558564666.75,18.266920642008433
0,Hidalgo_aggregate(58),1944802649.0,18.780780998400402
0,Irapuato,328967604.75,19.41656573980427
0,Iztapalapa,1203896114.75,19.546982166175322
0,Jalisco_aggregate(106),1865537956.5,18.73256125047148
0,Jiutepec,105252992.328125,17.327983390363755
0,Juárez,965000848.75,16.540206273619063
0,León,887101616.5,19.285692140113614
0,Matamoros,387373079.3125,16.78614147824998
0,Mazatlán,418638778.9375,19.129807744453775
0,Michoacán de Ocampo_aggregate(102),1512183565.5,18.304810609976926
0,Monterrey,682186247.875,19.94008124448548
0,Morelia,442681434.3125,18.790069339921793
0,Morelos_aggregate(32),448376240.5,17.368620162440543
0,Mérida,887232109.5,19.747545140862357
0,México_aggregate(117),3999882586.5,18.029132179138976
0,Nayarit_aggregate(17),102645382.296875,17.937326568224794
0,Nogales,151792398.125,18.45132914104795
0,Nuevo Laredo,328892847.5625,16.911732779751365
0,Nuevo León_aggregate(33),1924930586.75,19.084484366108217
0,Oaxaca de Juárez,118550883.34375,19.159515362719993
0,Oaxaca_aggregate(159),992639937.0,18.59977071396689
0,Pachuca de Soto,356328682.625,17.318629282594447
0,Puebla,547925404.1875,17.061194141702725
0,Puebla_aggregate(137),1220804287.25,18.67234999699804
0,Querétaro,602949260.5,18.70045315364844
0,Querétaro_aggregate(12),330700786.625,17.859855169437402
0,Quintana Roo_aggregate(9),292618270.125,19.426739140505813
0,Reynosa,530200534.875,16.80957595207607
0,Saltillo,312203490.75,17.853175239773353
0,San Juan del Río,125384191.140625,17.150452303036968
0,San Luis Potosí,451406989.0,19.05584508800651
0,San Luis Potosí_aggregate(40),372246724.0,17.95023184423329
0,Sinaloa_aggregate(15),445620425.875,19.68813638882805
0,Soledad de Graciano Sánchez,196122129.84375,18.31672699299316
0,Solidaridad,226372111.59375,19.573816746107237
0,Sonora_aggregate(30),557855767.4375,19.52341997674237
0,Tabasco_aggregate(15),327147953.1875,17.55080497475002
0,Tamaulipas_aggregate(26),940524546.25,16.594326962225924
0,Tepic,113565003.28125,17.998467152269107
0,Tijuana,1241201509.75,17.674492277699006
0,Tlaxcala_aggregate(57),536346372.8125,18.51985497158112
0,Torreón,300156771.1875,18.905088374291164
0,Tuxtla Gutiérrez,194790284.65625,18.596050463966282
0,Veracruz,414268972.0,19.03185075150066
0,Veracruz de Ignacio de la Llave_aggregate(167),2923634493.0,17.888783568227336
0,Victoria,243146293.84375,17.305355553127058
0,Yucatán_aggregate(86),933405514.75,18.387058691453376
0,Zacatecas,65891882.046875,17.896298323153307
0,Zacatecas_aggregate(40),231923870.40625,18.08746804024648
0,Zapopan,524043384.625,19.25437982753539
1,Acapulco de Juárez,273134148.25,21.80519484528908
1,Aguascalientes,458111598.375,20.685274346456467
1,Aguascalientes_aggregate(10),141421161.421875,20.81778608616719
1,Ahome,275743984.59375,18.32961800290566
1,Apodaca,521537939.125,17.37205241673122
1,Bahía de Banderas,52934057.765625,16.99505074136763
1,Baja California Sur_aggregate(5),449794816.375,21.937979187719513
1,Baja California_aggregate(5),1264670535.5,19.202286048117852
1,Benito Juárez,640924796.5,18.795229823696786
1,Cajeme,216975533.5625,16.618837545813182
1,Campeche,136317306.546875,16.903141958351014
1,Campeche_aggregate(10),113811451.84375,17.34701071546632
1,Carmen,116387781.953125,17.744323659259184
1,Celaya,198120516.9375,18.830159535482903
1,Centro,352184320.5625,16.248961356953245
1,Chiapas_aggregate(101),619322709.8125,17.60617970029752
1,Chihuahua,926269618.875,16.084280202275057
1,Chihuahua_aggregate(31),646836748.125,18.851960462308014
1,Chilpancingo de los Bravo,137072379.609375,18.795977526686528
1,Ciudad de México_aggregate(14),3879456542.0,21.18182523143567
1,Coahuila de Zaragoza_aggregate(27),663512477.5,19.400343272368
1,Colima_aggregate(10),2456310030.5,17.262471860690294
1,Cuautla,94831963.484375,15.960820506086977
1,Cuernavaca,233261129.34375,17.644057812171813
1,Culiacán,899270393.5,17.884792568300266
1,Cárdenas,67089368.859375,16.573018264964443
1,Durango,685601084.875,18.03553330745948
1,Durango_aggregate(26),478780964.6875,21.18506911508893
1,Ecatepec de Morelos,658012308.0625,16.542722231482898
1,Fresnillo,87586577.84375,19.07851898965715
